,hotel_address,additional_number_of_scoring,review_date,average_score,hotel_name,total_number_of_reviews,reviewer_score,lat,lng
313750,Diputacion 250 Eixample 08007 Barcelona Spain,167,8/1/2017,8.6,Petit Palace Museum,1594,9.6,41.3888014,2.1653738
314147,Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,66,4/6/2016,8.6,Graben Hotel,657,8.3,48.2078955,16.3701084
314432,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,46,12/5/2016,7.8,Medinaceli,523,7.9,41.3781685,2.1786627
315110,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,218,8/3/2017,7.5,Grand Hotel Downtown,1270,8.8,52.36513,4.8729422
316220,Empire Way Wembley Brent London HA9 8DS United Kingdom,1005,8/3/2017,8.3,Holiday Inn London Wembley,3469,7.1,51.559095500000005,-0.284704
318068,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,99,7/27/2017,8.1,Austria Trend Hotel Lassalle Wien,1287,7.5,48.2273013,16.4001791
318216,Enric Granados 62 64 Eixample 08008 Barcelona Spain,208,8/1/2017,8.8,H10 Art Gallery 4 Sup,1693,6.7,41.392018,2.157066
318539,Enrique Granados 83 Eixample 08008 Barcelona Spain,82,7/31/2017,8.8,Hotel Granados 83,573,9.2,41.391843,2.156844
318674,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,193,8/2/2017,7.5,Best Western PLUS Epping Forest,587,7.9,51.603207,0.010607
318851,Euston Road Camden London NW1 2AR United Kingdom,522,3/14/2017,8.8,St Pancras Renaissance Hotel London,2058,7.5,51.526776899999994,-0.1324905
319003,Espronceda 6 Sant Mart 08005 Barcelona Spain,76,7/23/2017,8.2,NH Hesperia Barcelona del Mar,855,9.6,41.4014399,2.2100744999999997
319142,Europaboulevard 10 Zuideramstel 1083 AD Amsterdam Netherlands,341,8/3/2017,7.8,Novotel Amsterdam City,2501,5.8,52.333803,4.8884707999999994
320821,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,853,8/3/2017,8.4,DoubleTree By Hilton London Excel,2726,8.3,51.507377000000005,0.038657
321355,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,155,9/20/2015,9.4,The Guesthouse Vienna,951,9.6,48.2051299,16.369035999999998
321593,Girona 158 Eixample 08037 Barcelona Spain,161,1/24/2016,9.0,Hotel Well and Come,1589,8.3,41.3991773,2.1656134
321670,Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,188,12/6/2016,9.1,Hotel V Fizeaustraat,1708,9.6,52.3451511,4.925237200000001
321726,Gran Via 559 Eixample 08012 Barcelona Spain,73,8/14/2016,8.6,H10 Casanova,641,7.5,41.38426079999999,2.1609471
321858,Karspeldreef 2 Zuidoost 1101 CJ Amsterdam Netherlands,278,2/8/2017,7.6,Ozo Hotel,3383,7.1,52.3047669,4.9476868
322182,George Street Westminster Borough London W1H 5BJ United Kingdom,353,7/28/2016,8.1,Durrants Hotel,1411,9.6,51.5179386,-0.1529794
322397,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain,68,9/23/2016,8.8,Upper Diagonal,868,10.0,41.39038,2.121
322409,Neubaug rtel 26 28 07 Neubau 1070 Vienna Austria,108,9/18/2016,8.5,Fleming s Conference Hotel Wien,2080,10.0,48.1995177,16.3388225
322590,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,59,7/27/2017,8.5,Hotel Johann Strauss,627,5.0,48.1949694,16.3692624
322701,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,54,7/22/2017,7.9,Hotel Mercure Wien Westbahnhof,842,7.9,48.19835429999999,16.3375246
322788,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,114,8/1/2017,6.4,Savoy Hotel Amsterdam,995,4.6,52.349743100000005,4.8911907999999995
323031,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,383,8/1/2017,8.9,Hotel Okura Amsterdam,2295,6.3,52.348763500000004,4.8938829
323062,Gran Via 550 Eixample 08011 Barcelona Spain,167,9/18/2015,8.8,Hotel Vueling Bcn by HC,1696,9.6,41.3831641,2.1604736
323147,Gran Via 605 Eixample 08007 Barcelona Spain,343,8/31/2015,8.4,Avenida Palace,3222,10.0,41.3891168,2.1671986
323493,Filmteichstra e 5 10 Favoriten 1100 Vienna Austria,13,5/3/2017,8.2,Hotel Eitlj rg,131,7.5,48.1513676,16.4064709
323607,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,218,7/19/2017,8.5,Acta Atrium Palace,1933,7.1,41.390913,2.1706981
323900,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,104,7/28/2017,8.3,Mercure Wien Zentrum,1105,9.6,48.21140870000001,16.374646900000002
323944,Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS United Kingdom,525,11/8/2016,8.2,Millennium Copthorne Hotels at Chelsea Football Club,1842,5.0,51.481663,-0.1909565
323996,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,203,7/4/2017,9.0,Crowne Plaza Amsterdam South,1349,9.6,52.3357326,4.8743947
324054,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,128,7/27/2017,9.4,Best Western Premier Kaiserhof Wien,1353,10.0,48.1975497,16.3686397
324067,Grieshofgasse 11 12 Meidling 1120 Vienna Austria,105,1/25/2017,8.1,FourSide Hotel Vienna City Center,1284,9.6,48.1825159,16.332242800000003
324176,Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria,21,9/17/2015,9.0,Hotel J ger,315,10.0,48.2238463,16.3138357
324391,Freytaggasse 25 27 21 Floridsdorf 1210 Vienna Austria,76,7/3/2017,8.6,FourSide Hotel Suites Vienna,1146,7.1,48.2565936,16.4031426
324611,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,141,6/12/2017,7.8,IH Hotels Milano Ambasciatori,2387,7.9,45.4644348,9.1952727
325479,Hintschiggasse 1 10 Favoriten 1100 Vienna Austria,317,8/10/2015,8.1,Arion Cityhotel Vienna und Appartements,3887,7.1,48.15853320000001,16.345111499999998
325703,Holland Park Avenue Kensington and Chelsea London W11 4UL United Kingdom,843,10/22/2015,7.8,Hilton London Kensington Hotel,3801,7.1,51.5051084,-0.21326599999999998
325728,Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,196,11/3/2016,8.4,Holiday Inn Amsterdam Arena Towers,1992,10.0,52.309683500000006,4.9422614000000005
326169,Jaume I 6 Ciutat Vella 08002 Barcelona Spain,30,9/15/2015,7.0,Gran Hotel Barcino,448,5.4,41.38305820000001,2.1778267000000002
326691,Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,73,6/28/2017,8.5,Mercure Secession Wien,753,9.6,48.200561,16.364706299999998
327169,Gran V a De Les Corts Catalanes 570 Eixample 08011 Barcelona Spain,325,11/9/2016,8.2,Sunotel Central,3870,6.7,41.3841429,2.1616896
327170,Gran V a de les Corts Catalanes 322 Sants Montju c 08004 Barcelona Spain,391,8/3/2017,8.8,Ayre Hotel Gran V a,4887,7.9,41.373246200000004,2.1474351
327243,Gran V a de les Corts Catalanes 670 Eixample 08010 Barcelona Spain,34,5/5/2016,8.8,Cotton House Hotel Autograph Collection,156,8.3,41.391589700000004,2.1720108
327255,K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,107,11/20/2016,9.0,The Ring Vienna s Casual Luxury Hotel,917,8.3,48.2017091,16.3710205
327269,K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,165,8/16/2015,9.0,Grand Hotel Wien,1375,8.8,48.202110499999996,16.3720841
328017,Kirchberggasse 6 07 Neubau 1070 Vienna Austria,285,7/9/2017,8.7,K K Hotel Maria Theresia,3181,9.2,48.2031622,16.3561999
328620,Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,156,8/1/2017,8.5,Silken Gran Hotel Havana,1354,7.9,41.3927101,2.1722139
329728,La Rambla 109 Ciutat Vella 08002 Barcelona Spain,221,11/22/2015,9.2,Hotel 1898,1436,10.0,41.38346729999999,2.1712016
329793,Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,84,8/8/2015,7.0,London Elizabeth Hotel,618,10.0,51.5120219,-0.1762414
330322,Gran Via de les Corts Catalanes 678 Eixample 08010 Barcelona Spain,158,11/8/2016,8.4,Grupotel Gran Via 678,1664,9.2,41.392344,2.1729157000000003
330394,Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom,1190,12/13/2015,7.5,The Cumberland A Guoman Hotel,5180,6.3,51.514879,-0.1606501
330633,Largo Rio de Janeiro 12 Citt Studi 20133 Milan Italy,37,2/21/2017,8.1,Hotel Dieci,458,7.9,45.473801200000004,9.223970199999998
330675,Llull 340 Sant Mart 08019 Barcelona Spain,169,7/23/2017,8.3,Vincci Maritimo,2573,8.3,41.4082054,2.2124626
330699,Gran Via de las Corts Catalanes 629 Eixample 08010 Barcelona Spain,67,7/31/2017,8.6,Hotel Indigo Barcelona Plaza Catalunya,802,5.4,41.391362,2.1700953
330835,Gran Via de les Corts Catalanes 644 Eixample 08007 Barcelona Spain,257,8/2/2017,9.2,Catalonia Passeig de Gr cia 4 Sup,2116,5.0,41.3901396,2.1696699
331057,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,79,7/4/2016,8.1,Hotel Vienna,1044,8.3,48.2196722,16.386358800000004
331232,Gudrunstra e 184 10 Favoriten 1100 Vienna Austria,191,7/16/2016,8.2,Rainers Hotel Vienna,1852,7.9,48.1791893,16.3625367
331342,Gran Via de les Corts Catalanes 668 Eixample 08010 Barcelona Spain,195,7/31/2017,9.4,Hotel Palace GL,1266,9.2,41.3916258,2.1716377999999996
331496,Guillem Tell 49 Sarri St Gervasi 08006 Barcelona Spain,190,7/19/2017,8.8,Pol Grace Hotel,2220,8.8,41.4017465,2.1477365
331655,Magdalenes 13 15 Ciutat Vella 08002 Barcelona Spain,116,2/9/2017,9.4,Catalonia Magdalenes,1108,10.0,41.3861283,2.1745291
331721,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain,390,3/29/2016,7.6,Expo Hotel Barcelona,4646,5.0,41.379205299999995,2.1427989
331912,Mallorca 178 Eixample 08036 Barcelona Spain,53,6/20/2017,9.3,The Corner Hotel,460,9.6,41.389057799999996,2.1565947999999997
331933,Mallorca 216 Eixample 08008 Barcelona Spain,98,5/8/2016,8.5,Hotel Balmes,931,9.2,41.391062100000006,2.1593373
332013,Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain,195,9/4/2016,8.7,Hotel Casa Bonay,1416,7.9,41.3935967,2.1742717999999996
332259,Mallorca 269 271 Eixample 08008 Barcelona Spain,87,9/21/2016,9.2,Alma Barcelona GL,593,9.6,41.394507399999995,2.1632659
332996,Mandeville Place Westminster Borough London W1U 2BE United Kingdom,495,7/9/2017,8.5,The Mandeville Hotel,2300,8.3,51.516516499999994,-0.15097349999999998
333037,Mariahilfer Stra e 15 06 Mariahilf 1060 Vienna Austria,53,5/13/2016,9.4,Boutiquehotel Das Tyrol,501,10.0,48.200895700000004,16.3592496
333433,Mariahilfer Stra e 32 34 07 Neubau 1070 Vienna Austria,137,3/2/2017,8.4,NH Wien City,1538,10.0,48.200287200000005,16.3547746
333689,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria,64,5/28/2016,8.5,Hotel Corvinus,581,7.1,48.1990335,16.352505100000002
334023,Marina 19 21 08005 Barcelona Spain,219,11/29/2016,8.8,Hotel Arts Barcelona,1350,9.6,41.3865424,2.1969665000000003
334525,Grosvenor Square Westminster Borough London W1K 6JP United Kingdom,121,8/2/2017,7.9,London Marriott Hotel Grosvenor Square,534,5.8,51.511579,-0.1500193
334989,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,387,9/18/2016,8.1,Leonardo Hotel Vienna,6373,9.6,48.194529700000004,16.340327
335037,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,283,9/16/2016,8.3,Austria Trend Hotel Bosei Wien,3287,8.3,48.1629737,16.340402400000002
335139,Molenwerf 1 1014 AG Amsterdam Netherlands,914,10/7/2015,8.5,Golden Tulip Amsterdam West,7586,5.0,52.385601,4.8470597
335679,Nicaragua 47 Sants Montju c 08029 Barcelona Spain,211,8/22/2015,8.1,Acta CITY47,2436,10.0,41.383515,2.1407396
335782,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,65,5/13/2017,8.1,Pertschy Palais Hotel,1225,10.0,48.2082256,16.368412300000003
336076,Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria,78,7/24/2017,8.7,Alma Boutique Hotel,730,10.0,48.2112491,16.3776519
336164,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,191,3/27/2017,8.0,Hotel Die Port van Cleve,1189,8.3,52.374142600000006,4.8907741
336230,Half Moon Street Westminster Borough London W1J 7BH United Kingdom,289,12/31/2016,8.7,Flemings Mayfair,1161,6.3,51.506460700000005,-0.1454198
336486,Handelskai 269 02 Leopoldstadt 1020 Vienna Austria,239,10/24/2016,8.4,Hilton Vienna Danube Waterfront,2349,4.6,48.2140659,16.4217627
336731,Half Moon Street Westminster Borough London W1J 7BN United Kingdom,254,8/2/2017,7.3,Hilton London Green Park,1139,4.6,51.5064534,-0.14561459999999998
336938,Hanger Lane Ealing London W5 3HL United Kingdom,183,3/19/2017,8.5,Hotel 55,722,6.3,51.521330299999995,-0.2915052
337218,Halkin Street Westminster Borough London SW1X 7DJ United Kingdom,27,7/5/2017,9.3,COMO The Halkin,76,10.0,51.4988977,-0.15620150000000002
337248,Hamilton Place Park Lane Westminster Borough London W1J 7DR United Kingdom,102,5/29/2017,9.3,Four Seasons Hotel London at Park Lane,361,10.0,51.504439,-0.149911
338113,Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria,101,12/27/2016,9.2,The Harmonie Vienna,1083,9.6,48.219942700000004,16.3598984
338350,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,757,8/3/2017,8.7,WestCord Fashion Hotel Amsterdam,5236,9.2,52.357655,4.844576
339474,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,234,11/16/2015,9.3,The Hoxton Amsterdam,1075,9.6,52.371866499999996,4.8873794
340124,Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,265,8/3/2017,9.3,Ambassade Hotel,1611,10.0,52.369391,4.8871721
340380,Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,342,12/1/2015,9.0,Steigenberger Hotel Herrenhof,2873,9.2,48.209795799999995,16.3658705
340676,Herengracht 519 525 Amsterdam City Center 1017 BV Amsterdam Netherlands,141,7/31/2017,9.2,Banks Mansion All Inclusive Hotel,803,9.6,52.365386799999996,4.8931979000000005
340745,Herrengasse 12 01 Innere Stadt 1010 Vienna Austria,157,12/31/2015,8.4,Radisson Blu Style Hotel Vienna,1189,10.0,48.2101211,16.3655537
341030,Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands,75,8/3/2017,9.5,Waldorf Astoria Amsterdam,443,10.0,52.364768,4.896945
341172,Hernalser Hauptstra e 105 17 Hernals 1170 Vienna Austria,175,8/3/2017,8.1,Senator Hotel Vienna,2718,5.0,48.2195864,16.3255339
342217,Hertha Firnberg Stra e 5 10 Favoriten 1100 Vienna Austria,22,5/13/2017,8.1,Hilton Garden Inn Vienna South,244,7.5,48.1667886,16.344908
342237,Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria,247,7/29/2017,8.6,Austria Trend Parkhotel Sch nbrunn Wien,4026,7.5,48.1866506,16.3023375
342402,Hietzinger Hauptstra e 134 13 Hietzing 1130 Vienna Austria,63,7/14/2016,8.2,Club Hotel Cortina,734,9.2,48.187794200000006,16.272721400000002
343193,Hobbemakade 50 Oud Zuid 1071 XL Amsterdam Netherlands,141,7/19/2017,8.0,NH Amsterdam Museum Quarter,854,9.2,52.35609229999999,4.885822900000001
343255,Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria,86,2/24/2017,8.2,Hotel Mercure Wien City,910,7.5,48.215266299999996,16.376103
343434,Hoffingergasse 26 28 12 Meidling 1120 Vienna Austria,11,7/13/2017,8.0,Gartenhotel Altmannsdorf Hotel 1,235,7.5,48.1640345,16.3216061
345425,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,237,8/1/2017,8.4,Courtyard by Marriott Amsterdam Arena Atlas,2179,9.6,52.310118200000005,4.9472917999999995
346052,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,18,7/20/2017,9.4,The Lanesborough,64,10.0,51.503029999999995,-0.15242
346083,Ijburglaan 539 Zeeburg 1087 BE Amsterdam Netherlands,253,8/3/2017,8.4,Amadi Panorama Hotel,2586,8.3,52.358880600000006,4.9886041
346516,IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands,550,11/8/2016,8.8,Room Mate Aitana,4097,7.5,52.384605900000004,4.894186599999999
347093,Imperial Road Hammersmith and Fulham London SW6 2GA United Kingdom,360,7/9/2017,8.3,DoubleTree by Hilton London Chelsea,1181,5.0,51.475172,-0.1870629
347194,Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands,474,3/29/2017,8.2,Mercure Hotel Amsterdam City South,3568,8.3,52.335182,4.9138687999999995
347658,Johannesgasse 28 03 Landstra e 1030 Vienna Austria,118,3/10/2016,8.1,InterContinental Wien,737,5.8,48.2019865,16.378993400000002
347877,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,15,7/26/2017,8.2,Hotel G tico,139,9.6,41.3835584,2.178311
347955,Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,146,5/2/2017,8.8,Hotel JL No76,914,8.8,52.3595919,4.8801587
348187,John M Keynesplein 2 Slotervaart 1066 EP Amsterdam Netherlands,350,1/16/2017,7.9,Dutch Design Hotel Artemis,2167,8.3,52.341789399999996,4.824952
348371,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,170,7/31/2017,8.3,Bilderberg Hotel Jan Luyken,1207,9.6,52.3599196,4.8810128
348817,Joan G ell 207 211 Les Corts 08028 Barcelona Spain,75,8/2/2017,8.0,Aparthotel Atenea Barcelona,1098,4.2,41.386268900000005,2.1291786
349607,Johann H rbiger Gasse 30 23 Liesing 1230 Vienna Austria,10,9/18/2016,8.3,Am Spiegeln,240,7.9,48.1537005,16.2825822
349820,Johann Staud Stra e 32 16 Ottakring 1160 Vienna Austria,7,7/28/2017,8.6,Hotel Gallitzinberg,173,9.6,48.2145071,16.284504199999997
350096,Josep Pla 69 Sant Mart 08019 Barcelona Spain,228,2/21/2016,8.5,Vincci Bit,2848,8.8,41.4114188,2.2117560000000003
350397,Josefsgasse 4 6 08 Josefstadt 1080 Vienna Austria,227,7/29/2017,8.3,Mercure Josefshof Wien,2526,7.1,48.2085627,16.3541687
350817,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,43,5/22/2016,9.3,Hollmann Beletage Design Boutique,389,9.6,48.2105156,16.3760717
350819,K rntner Ring 16 01 Innere Stadt 1015 Vienna Austria,50,1/20/2016,9.2,Hotel Imperial A Luxury Collection Hotel,375,4.6,48.2012505,16.3731255
351328,K rntner Ring 1 01 Innere Stadt 1015 Vienna Austria,38,7/28/2017,9.1,Hotel Bristol A Luxury Collection Hotel,336,9.6,48.2024907,16.3702656
351931,K rntner Stra e 22 01 Innere Stadt 1010 Vienna Austria,150,7/16/2017,8.3,Hotel Ambassador,1279,9.2,48.2057193,16.371087799999998
352011,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,325,7/25/2016,8.6,Austria Trend Hotel Europa Wien,3221,7.1,48.206210299999995,16.3710387
352169,K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,228,8/3/2017,8.5,Austria Trend Hotel Astoria Wien,2279,8.3,48.204465500000005,16.3702399
352577,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,174,5/26/2017,8.8,Hotel Schani Wien,2464,8.8,48.1824271,16.3808291
353996,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,348,7/24/2017,8.0,Renaissance Amsterdam Hotel,1710,5.4,52.377955,4.894641
354528,Keizersgracht 148 Amsterdam City Center 1015 CX Amsterdam Netherlands,85,8/1/2017,9.3,Canal House,491,10.0,52.376309899999995,4.886270099999999
354666,Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,197,2/6/2017,9.4,The Toren,948,9.6,52.3758754,4.8859642
355072,King William Walk Greenwich London SE10 9JW United Kingdom,484,11/19/2015,8.2,De Vere Devonport House,1827,8.3,51.480672,-0.0071375
355113,Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,64,7/30/2017,9.1,The Dylan Amsterdam,314,10.0,52.3654686,4.8798713
355217,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,303,8/2/2017,8.9,Great Northern Hotel A Tribute Portfolio Hotel London,1110,7.1,51.531427,-0.126133
357527,Kirchengasse 41 07 Neubau 1070 Vienna Austria,69,8/3/2017,9.3,Small Luxury Hotel Altstadt Vienna,664,8.8,48.2047761,16.3512515
357581,Kleine Stadtgutgasse 4 02 Leopoldstadt 1020 Vienna Austria,122,7/23/2017,8.8,Der Wilhelmshof,1793,6.3,48.2185837,16.3881339
357637,Koninginneweg 34 36 Oud Zuid 1075 CZ Amsterdam Netherlands,313,11/26/2015,7.5,Park Plaza Vondelpark Amsterdam,2176,8.3,52.354265500000004,4.8664365
358548,La Rambla 105 Ciutat Vella 08002 Barcelona Spain,76,7/31/2017,8.9,Hotel Bagu s,390,10.0,41.3827894,2.1715636000000003
359097,La Rambla 128 Ciutat Vella 08002 Barcelona Spain,226,8/1/2017,8.1,Hotel Serhs Rivoli Rambla,1957,4.2,41.3843222,2.1712892999999998
359454,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,223,7/30/2017,8.2,Eurostars Ramblas,1878,8.8,41.3780983,2.1762005
359826,Lakeside Way Brent London HA9 0BU United Kingdom,1427,8/3/2017,8.8,Hilton London Wembley,4305,9.2,51.5576962,-0.2835263
362053,Lancaster Gate Westminster Borough London W2 3LG United Kingdom,452,8/3/2017,7.6,Corus Hotel Hyde Park,2562,9.6,51.5119446,-0.17993900000000002
363402,Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,365,8/3/2017,8.3,Lancaster London,1463,9.2,51.5119446,-0.17993900000000002
364053,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,99,8/1/2017,8.4,Eurostars Embassy,1442,9.2,48.1964001,16.3958668
364069,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,272,10/4/2015,8.4,BEST WESTERN PLUS Amedia Wien,3224,7.9,48.192379100000004,16.399451199999998
364626,Landstra er Hauptstra e 28 03 Landstra e 1030 Vienna Austria,104,7/25/2017,8.4,Mercure Grand Hotel Biedermeier Wien,1028,8.3,48.203868799999995,16.3887039
364691,Lange Gasse 13 08 Josefstadt 1080 Vienna Austria,164,7/20/2017,9.3,Hotel Rathaus Wein Design,1120,10.0,48.2075294,16.3525967
364887,Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,415,12/20/2016,8.4,Royal Ramblas,3340,8.3,41.3842838,2.1707092
365126,Largo Augusto 10 Milan City Center 20122 Milan Italy,398,8/3/2017,8.7,NH Collection Milano President,3754,7.9,45.4630685,9.1979367
366548,Leeuwendalersweg 21 Bos en Lommer 1055 JE Amsterdam Netherlands,587,10/31/2016,7.4,Best Western Blue Tower Hotel,3869,5.8,52.379365899999996,4.8457179
366815,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,601,10/16/2016,8.5,Hampshire Hotel Amsterdam American,4032,6.7,52.363889,4.881302
367566,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,391,7/17/2016,8.8,25hours Hotel beim MuseumsQuartier,4324,10.0,48.2064745,16.3546297
368655,Lepanto 406 Horta Guinard 08025 Barcelona Spain,35,8/3/2017,7.9,Ilunion Bel Art,353,9.6,41.410193400000004,2.1695574
